OBJECTID,COMPKEY,COMPTYPE,UNITID,DESCRIPTION,UNITDESC,SEGKEY,INTKEY,INT_UNITID,SIGNAL_TYPE,SIGNAL_MAINT_DIST,INSTALL_DATE,ADDDTTM,MODDTTM,OWNERSHIP,CONDITION,CONDITION_ASSESSMENT_DATE,CURRENT_STATUS,CURRENT_STATUS_DATE,ARTERIAL_CLASS,MAINT_AGREE,MAINT_BY,INT_SIGNAL_TYPE_CD,PRIMARYDISTRICTCD,SECONDARYDISTRICTCD,PEDAUDIODEVICEYN,PEDSIGNALYN,PH_MODELTYPE,PP_MODELTYPE,PP_QUANTITY,PEDHDFIRSTINSTALLDT,PH_QUANTITY,PEDAUDIOINSTALLDT,BIKESIGNALHDYN,ASBLT,HALFSIGNALYN,METEREDYN,LTTURNSIGNALYN,LTPROTECTEDPERMYN,LTPROTECTEDYN,RTTURNSIGNALYN,RTPROTECTEDPERMYN,RTPROTECTEDYN,LTFIRSTINSTALLDT,LTREMOVEDT,RTFIRSTINSTALLDT,RTREMOVEDT,DETDEVSTOPBARYN,DETDEVADVANCEDYN,DETDEVSYSTEMYN,CABMODELTYPECD,COMCONNTYPECD,MMUMODELTYPECD,PE_MODELTYPE,PI_MODELTYPE,INSTALLERCD,JOINTOWNERSHIPYN,CO_MODELTYPE,MMUMANCD,MMUINSTALLDT,LASTSIGNALOPTDT,PEDPSHINSTALLDT,NUM_ATTACHMENTS
632,273429,74,SGL-202,0,DEXTER AVE N AND ROY ST                                                                                                                                                                                                                                        ,1,28741,35134,SEMI,CENTRAL,1970/01/01 00:00:00+00,2005/03/17 17:13:37+00,2020/04/06 00:00:00+00,SDOT,POOR,2008/09/17 00:00:00+00,INSVC,2008/12/15 00:00:00+00,2,, ,CITY,DISTRICT7, ,N,N,"INCAND, NEON",,,1970/01/01 00:00:00+00,"8, 8",1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,Y,Y,Y,2,FIBER,MMU2-16LEi,,, ,N,"M52,  , M52, M60",EDI,2020/04/05 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,3
633,273430,74,SGL-010,0,5TH AVE AND COLUMBIA ST                                                                                                                                                                                                                                        ,1,29965,40765,PRE,DOWNTOWN,1970/01/01 00:00:00+00,2005/03/17 17:13:37+00,2019/08/02 00:00:00+00,WSDOT, ,1970/01/01 00:00:00+00,INSVC,2008/12/15 00:00:00+00,1,, ,STATE,DISTRICT3,DISTRICT7,N,N,,,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N, ,COPPER,MMU2-16LEi,,, ,N,"M60, M60",EDI,2019/02/23 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0
634,273431,74,SGL-640,0,35TH AVE SW AND SW AVALON WAY                                                                                                                                                                                                                                  ,1,31899,54326,SEMI,SOUTH,1970/01/01 00:00:00+00,2005/03/17 17:13:38+00,2020/01/28 00:00:00+00,SDOT,FAIR,2008/08/15 00:00:00+00,INSVC,2010/05/14 00:00:00+00,1,, ,CITY,DISTRICT1, ,N,N,LEDCD,STD,4,2015/05/05 00:00:00+00,8,1970/01/01 00:00:00+00,N,,N,N,Y,Y,N,N,N,N,2010/05/26 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,Y,N,N,6TS2,FIBER,MMU2-16LEi,EMER,, ,N,"M52, M52, LMD9200, M52, M52, M52, ATC-1000",EDI,2020/01/27 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0
635,273432,74,SGL-451,0,35TH AVE NE AND NE 95TH ST                                                                                                                                                                                                                                     ,1,37899,235546,SEMI,NORTH,1970/01/01 00:00:00+00,2005/03/17 17:13:38+00,2019/05/23 00:00:00+00,SDOT,FAIR,2008/07/28 00:00:00+00,INSVC,2008/12/15 00:00:00+00,2,, ,CITY,DISTRICT5, ,N,N,"LED, NEON",STD,4,1970/01/01 00:00:00+00,"8, 8",1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,2,FIBER,LSM6,EMER,, ,N,"M52, LC40",EDI,2019/05/15 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0
636,273433,74,SGL-571,0,AIRPORT WAY S AND MAYNARD AVE S                                                                                                                                                                                                                                ,1,30548,44717,SEMI,SOUTH,1970/01/01 00:00:00+00,2005/03/17 17:13:38+00,2020/01/14 00:00:00+00,SDOT,POOR,2009/02/10 00:00:00+00,INSVC,2008/12/15 00:00:00+00,1,, ,CITY,DISTRICT2, ,N,N,LEDCD,"STD, NONSTD","1, 1",1970/01/01 00:00:00+00,4,1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,2,COPPER,LSM6,,, ,N,"M34, M34",EDI,2020/01/09 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,35
637,273434,74,SGL-520,0,5TH AVE NE AND NE 100TH ST                                                                                                                                                                                                                                     ,1,37485,233118,SEMI,NORTH,1970/01/01 00:00:00+00,2005/03/17 17:13:38+00,2019/04/26 00:00:00+00,SDOT,POOR,2008/07/25 00:00:00+00,INSVC,2008/12/15 00:00:00+00,2,, ,CITY,DISTRICT5, ,N,N,LEDCD,NAV-2W-PPB,4,2015/01/16 00:00:00+00,8,1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,3TS1,FIBER,NSM-12,EMER,, ,Y,M34,EDI,2019/04/23 00:00:00+00,1970/01/01 00:00:00+00,2015/11/23 00:00:00+00,0
638,273435,74,SGL-650,0,35TH AVE SW AND SW ROXBURY ST                                                                                                                                                                                                                                  ,1,34763,75355,SEMI,SOUTH,1970/01/01 00:00:00+00,2005/03/17 17:13:38+00,2020/05/04 00:00:00+00,SDOT,FAIR,2008/08/14 00:00:00+00,INSVC,2009/09/02 00:00:00+00,1,, ,CITY,DISTRICT1, ,N,N,LEDCD,STD,8,2011/08/11 00:00:00+00,8,1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,2TS2-Typ 2,FIBER,MMU-16LEip,EMER,, ,N,"LMD9200, LMD9200,  , M60",EDI,2020/01/23 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0
639,273436,74,SGL-9,0,OCCIDENTAL AVE S AND S JACKSON ST                                                                                                                                                                                                                              ,1,30505,44538,PRE,DOWNTOWN,1970/01/01 00:00:00+00,2005/03/17 17:13:38+00,2020/02/19 00:00:00+00,SDOT,FAIR,2014/01/06 00:00:00+00,INSVC,2009/07/24 00:00:00+00,1,, ,CITY,DISTRICT2,DISTRICT7,N,N,"LED, LEDCD",,,1970/01/01 00:00:00+00,"1, 2",1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,2,COPPER,MMU2-16LEi,,, ,N,"M34,  , M52, M52",EDI,2020/02/18 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1
640,273437,74,SGL-596,0,EAST MARGINAL WAY S AND S IDAHO ST                                                                                                                                                                                                                             ,1,32189,56303,SEMI,SOUTH,1970/01/01 00:00:00+00,2005/03/17 17:13:38+00,2020/04/21 00:00:00+00,SDOT,POOR,2008/09/04 00:00:00+00,INSVC,2008/12/15 00:00:00+00,1,, ,CITY,DISTRICT2, ,N,N,"NEON, LED",STD,2,1970/01/01 00:00:00+00,"5, 3",1970/01/01 00:00:00+00,N,,N,N,Y,N,Y,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,Y,Y,N,3TS2,FIBER,MMU-16LEip,,, ,Y,"M34, M52, M52, M52, M52, M60",EDI,2020/04/13 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1
641,273438,74,SGL-308,0,LATONA AVE NE AND EAST GREEN LAKE DR N                                                                                                                                                                                                                         ,1,24573,5713,SEMI,NORTH,1970/01/01 00:00:00+00,2005/03/17 17:13:38+00,2019/03/26 00:00:00+00,SDOT,POOR,2008/07/11 00:00:00+00,INSVC,2008/12/15 00:00:00+00,2,, ,CITY,DISTRICT6, ,Y,N,LEDCD,"STD, NAV-2W-PPB","2, 2",1970/01/01 00:00:00+00,8,2013/01/25 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,2, ,NSM-12,,, ,Y,M52,EDI,2019/03/21 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0
642,273439,74,SGL-595,0,6TH AVE S AND S HOLGATE ST                                                                                                                                                                                                                                     ,1,31349,51511,PRE,SOUTH,1970/01/01 00:00:00+00,2005/03/17 17:13:38+00,2020/06/30 00:00:00+00,SDOT,POOR,2008/05/13 00:00:00+00,INSVC,2008/12/15 00:00:00+00,2,, ,CITY,DISTRICT2, ,N,N,,,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,2,COPPER,LT216E,,, ,N,M34,EAGLE,2020/06/29 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0
643,273440,74,SGL-580,0,1ST AVE S AND S HORTON ST                                                                                                                                                                                                                                      ,1,32333,57509,SEMI,SOUTH,1970/01/01 00:00:00+00,2005/03/17 17:13:38+00,2020/04/09 00:00:00+00,SDOT,POOR,2008/04/07 00:00:00+00,INSVC,2009/10/08 00:00:00+00,1,, ,CITY,DISTRICT2, ,N,N,NEON,STD,4,1970/01/01 00:00:00+00,16,1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,Y,N,2,FIBER,MMU-16LEip,EMER,, ,Y,"M52, M34, M60, M52, M60",EDI,2020/02/19 00:00:00+00,1970/01/01 00:00:00+00,1998/04/15 00:00:00+00,2
644,273441,74,SGL-167,0,6TH AVE AND WALL ST                                                                                                                                                                                                                                            ,1,29518,39115,PRE,DOWNTOWN,1970/01/01 00:00:00+00,2005/03/17 17:13:39+00,2020/03/31 00:00:00+00,SDOT,POOR,2008/09/18 00:00:00+00,INSVC,2008/12/15 00:00:00+00,1,, ,CITY,DISTRICT7, ,N,N,NEON,,,1970/01/01 00:00:00+00,8,1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,2,COPPER,LT216E,,, ,N,"M34,  , M60",EAGLE,2020/03/17 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0
645,273442,74,SGL-46,0,2ND AVE AND SPRING ST                                                                                                                                                                                                                                          ,1,29613,39350,PRE,DOWNTOWN,1970/01/01 00:00:00+00,2005/03/17 17:13:39+00,2020/04/06 00:00:00+00,SDOT,FAIR,2014/07/11 00:00:00+00,INSVC,2014/07/11 00:00:00+00,1,, ,CITY,DISTRICT7, ,N,N,LEDCD,,,2014/07/11 00:00:00+00,8,1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,3TS2,COPPER,MMU2-16LEi,EMER,, ,N,"M34,  , M60-ATC, M60",EDI,2020/04/05 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0
646,273444,74,SGL-192,0,FAIRVIEW AVE N AND MERCER ST                                                                                                                                                                                                                                   ,1,28760,35301,FULL,CENTRAL,1970/01/01 00:00:00+00,2005/03/17 17:13:42+00,2020/04/17 00:00:00+00,SDOT,GOOD,2013/03/09 00:00:00+00,INSVC,2013/03/09 00:00:00+00,1,,SDOT,CITY,DISTRICT3,DISTRICT7,N,N,"NEON, LED, OPT",STD,6,1970/01/01 00:00:00+00,"10, 1, 1",1970/01/01 00:00:00+00,N,,N,N,Y,N,Y,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,Y,3TS2,FIBER,MMU-16LEip,EMER,,CONTRACT,N,"M34,  , M34, M52, M60",EDI,2020/04/04 00:00:00+00,1970/01/01 00:00:00+00,2013/03/09 00:00:00+00,2
647,273445,74,SGL-417,0,LAKE CITY WAY NE AND NE 145TH ST                                                                                                                                                                                                                               ,1,35987,221101,FULL,NORTH,1970/01/01 00:00:00+00,2005/03/17 17:13:42+00,2019/02/15 00:00:00+00,SDOT,POOR,2008/07/22 00:00:00+00,INSVC,2008/12/15 00:00:00+00,1,, ,CITY,DISTRICT5, ,N,N,LEDCD,"NAV-2W-PPB, CCU-EN2","8, 1",2013/10/25 00:00:00+00,8,1970/01/01 00:00:00+00,N,,N,N,Y,N,Y,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,3TS1,FIBER,MMU-16LEip,EMER,, ,N,"M52, M52",EDI,2019/02/13 00:00:00+00,1970/01/01 00:00:00+00,2018/08/29 00:00:00+00,0
648,273446,74,SGL-819,0,3RD AVE NW AND NW 103RD S ST                                                                                                                                                                                                                                   ,1,37137,231252,SEMI,NORTH,1991/08/07 00:00:00+00,2005/03/17 17:13:42+00,2019/02/28 00:00:00+00,SDOT,FAIR,2008/03/19 00:00:00+00,INSVC,2008/12/15 00:00:00+00,2,, ,CITY,DISTRICT6, ,N,N,LED,STD,2,2010/12/15 00:00:00+00,4,1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,2, ,LT216E,,,SDOT,Y,"LMD8000, M52",TCT,2017/03/21 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0
649,273447,74,SGL-170,0,3RD AVE AND WALL ST                                                                                                                                                                                                                                            ,1,29674,39529,PRE,DOWNTOWN,1970/01/01 00:00:00+00,2005/03/17 17:13:42+00,2020/07/15 00:00:00+00,SDOT,POOR,2008/09/02 00:00:00+00,INSVC,2008/12/15 00:00:00+00,1,, ,CITY,DISTRICT7, ,N,N,NEON,,,1970/01/01 00:00:00+00,16,1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,2,COPPER,LT216E,EMER,, ,N,M34,EAGLE,2020/07/10 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0
650,273448,74,SGL-428,0,23RD AVE E AND E JOHN ST                                                                                                                                                                                                                                       ,1,29380,37742,PRE,CENTRAL,1970/01/01 00:00:00+00,2005/03/17 17:13:42+00,2020/02/28 00:00:00+00,SDOT,POOR,2008/05/20 00:00:00+00,INSVC,2008/12/15 00:00:00+00,1,, ,CITY,DISTRICT3, ,N,N,"INCAND, NEON",,,1970/01/01 00:00:00+00,"8, 8",1970/01/01 00:00:00+00,N,,N,N,Y,N,Y,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,2,COPPER,LSM6,,, ,N,"M34,  ",EDI,2020/02/27 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0
651,273449,74,SGL-940,0,32ND AVE E AND E MADISON ST                                                                                                                                                                                                                                    ,1,29434,38544,SEMI,CENTRAL,1999/03/19 00:00:00+00,2005/03/17 17:13:42+00,2020/01/15 00:00:00+00,SDOT,FAIR,2011/05/13 00:00:00+00,INSVC,2008/12/15 00:00:00+00,2,, ,FS,DISTRICT3, ,N,N,,,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,2,COPPER,LT216E,EMER,, ,Y,"LMD8000, LMD8000",EDI,2020/01/14 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0
652,273450,74,SGL-423,0,23RD AVE AND E OLIVE N ST                                                                                                                                                                                                                                      ,1,29988,41111,SEMI,CENTRAL,1970/01/01 00:00:00+00,2005/03/17 17:13:42+00,2020/04/13 00:00:00+00,SDOT,POOR,2008/05/22 00:00:00+00,INSVC,2008/12/15 00:00:00+00,1,, ,CITY,DISTRICT3, ,N,N,LEDCD,NAV-2W-PPB,6,2017/02/09 00:00:00+00,6,1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,6TS2, ,MMU-16LEip,EMER,,CONTRACT,N,"M34,  ",EDI,2020/04/07 00:00:00+00,1970/01/01 00:00:00+00,2017/02/09 00:00:00+00,0
653,273451,74,SGL-169,0,4TH AVE AND WALL ST                                                                                                                                                                                                                                            ,1,29673,39528,PRE,DOWNTOWN,1970/01/01 00:00:00+00,2005/03/17 17:13:42+00,2020/07/20 00:00:00+00,SDOT,FAIR,2008/09/08 00:00:00+00,INSVC,2008/12/15 00:00:00+00,1,, ,CITY,DISTRICT7, ,N,N,LEDCD,,,1970/01/01 00:00:00+00,8,1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,2,COPPER,NSM-6L,EMER,, ,N,M34,TCT,2020/07/17 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0
654,273452,74,SGL-58,0,5TH AVE AND SPRING ST                                                                                                                                                                                                                                          ,1,29933,40730,PRE,DOWNTOWN,1970/01/01 00:00:00+00,2005/03/17 17:13:42+00,2020/06/19 00:00:00+00,SDOT,FAIR,2008/09/16 00:00:00+00,INSVC,2009/07/22 00:00:00+00,1,,SDOT,CITY,DISTRICT7, ,N,N,LEDCD,,,1970/01/01 00:00:00+00,8,1970/01/01 00:00:00+00,N,,N,N,Y,N,Y,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,Y,2,COPPER,NSM-12,EMER,, ,Y,"M34, M34",EDI,2020/06/15 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0
655,273453,74,SGL-119,0,HOWELL ST AND TERRY AVE                                                                                                                                                                                                                                        ,1,29867,40522,SEMI,DOWNTOWN,1970/01/01 00:00:00+00,2005/03/17 17:13:42+00,2020/02/27 00:00:00+00,SDOT,GOOD,2011/05/26 00:00:00+00,INSVC,2011/05/26 00:00:00+00,1,, ,CITY,DISTRICT7, ,N,N,LEDCD,,,2011/03/29 00:00:00+00,8,1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,2,COPPER,LSM6,,, ,N,"M34,  ",EDI,2020/02/24 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0
656,273454,74,SGL-856,0,11TH AVE NE AND NE 47TH ST                                                                                                                                                                                                                                     ,1,25801,14342,SEMI,NORTH,1993/10/21 00:00:00+00,2005/03/17 17:13:43+00,2019/04/15 00:00:00+00,SDOT,POOR,2008/03/12 00:00:00+00,INSVC,2008/12/15 00:00:00+00,1,, ,CITY,DISTRICT4, ,N,N,"NEON, INCAND",STD,4,1970/01/01 00:00:00+00,"9, 7",1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,2,COPPER,NSM-6,,, ,Y,LMD9200,EDI,2019/04/09 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0
657,273455,74,SGL-484,0,12TH AVE E AND E JOHN ST                                                                                                                                                                                                                                       ,1,29055,36368,PRE,CENTRAL,1970/01/01 00:00:00+00,2005/03/17 17:13:43+00,2020/04/24 00:00:00+00,SDOT,GOOD,2008/03/21 00:00:00+00,INSVC,2008/12/15 00:00:00+00,2,, ,CITY,DISTRICT3, ,Y,N,LEDCD,TACTILE,8,1970/01/01 00:00:00+00,8,2011/06/29 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,2,COPPER,NSM-6,,, ,Y,"M34, M34",EDI,2020/04/20 00:00:00+00,1970/01/01 00:00:00+00,2011/06/29 00:00:00+00,0
658,273456,74,SGL-727,0,1ST AVE N AND ROY ST                                                                                                                                                                                                                                           ,1,28882,35575,PRE,CENTRAL,1988/02/04 00:00:00+00,2005/03/17 17:13:43+00,2019/03/26 00:00:00+00,SDOT,POOR,2008/07/21 00:00:00+00,INSVC,2008/12/15 00:00:00+00,1,, ,CITY,DISTRICT7, ,N,N,NEON,NAV-4W-PPB,8,1970/01/01 00:00:00+00,16,1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,Y,N,Y,2,FIBER,MMU-16LEip,,, ,Y,"M34,  ",EAGLE,2019/03/19 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1
659,273457,74,SGL-622,0,11TH CR AVE SW AND SW SPOKANE ST                                                                                                                                                                                                                               ,1,32204,56610,SEMI,SOUTH,2002/03/07 00:00:00+00,2005/03/17 17:13:43+00,2020/04/21 00:00:00+00,SDOT,POOR,2008/03/12 00:00:00+00,INSVC,2008/12/15 00:00:00+00,2,, ,CITY,DISTRICT1, ,N,N,"NEON, LED",STD,4,1970/01/01 00:00:00+00,"7, 1",1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,2, ,NSM-6,"BRIDGE, RR",, ,Y,"LMD8000, LMD9200, M52",EDI,2020/04/17 00:00:00+00,1970/01/01 00:00:00+00,2002/03/07 00:00:00+00,1
660,273458,74,SGL-29,0,MAYNARD AVE S AND S JACKSON ST                                                                                                                                                                                                                                 ,1,30512,44545,SEMI,DOWNTOWN,1970/01/01 00:00:00+00,2005/03/17 17:13:43+00,2019/08/06 00:00:00+00,SDOT,GOOD,2013/12/16 00:00:00+00,INSVC,2013/12/16 00:00:00+00,1,, ,CITY,DISTRICT2, ,N,N,LEDCD,NAV-4W-PPB,8,2013/12/16 00:00:00+00,8,1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,2,FIBER,NSM-6,,, ,N,"M34, M52",EAGLE,2019/08/01 00:00:00+00,1970/01/01 00:00:00+00,2019/04/15 00:00:00+00,0
661,273459,74,SGL-851,0,35TH AVE NE AND NE 89TH ST                                                                                                                                                                                                                                     ,1,37935,235741,SEMI,NORTH,1993/04/15 00:00:00+00,2005/03/17 17:13:43+00,2019/05/14 00:00:00+00,SDOT,FAIR,2008/07/28 00:00:00+00,INSVC,2008/12/15 00:00:00+00,2,, ,HALFPED,DISTRICT5, ,N,Y,LEDCD,STD,2,2014/03/05 00:00:00+00,2,1970/01/01 00:00:00+00,N,,Y,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,2,FIBER,LT216E,EMER,, ,N,M52,TCT,2019/05/13 00:00:00+00,1970/01/01 00:00:00+00,1993/04/15 00:00:00+00,0
662,273460,74,SGL-803,0,AURORA AVE N AND N 115TH ST                                                                                                                                                                                                                                    ,1,36342,225303,SEMI,NORTH,1970/01/01 00:00:00+00,2005/03/17 17:13:43+00,2019/05/23 00:00:00+00,SDOT,POOR,2008/04/16 00:00:00+00,INSVC,2008/12/15 00:00:00+00,1,, ,CITY,DISTRICT5, ,N,N,LEDCD,STD,5,2015/06/25 00:00:00+00,6,1970/01/01 00:00:00+00,N,,N,N,Y,Y,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,Y,N,6TS2,FIBER,MMU-16LEip,,, ,Y,"M34, M52, M52, M52",EDI,2019/05/12 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,22
663,273461,74,SGL-377,0,12TH AVE NE AND NE 75TH ST                                                                                                                                                                                                                                     ,1,24429,5304,SEMI,NORTH,1970/01/01 00:00:00+00,2005/03/17 17:13:43+00,2019/04/15 00:00:00+00,SDOT,FAIR,2008/07/01 00:00:00+00,INSVC,2008/12/15 00:00:00+00,1,, ,CITY,DISTRICT4, ,N,N,"LED, NEON",STD,4,1970/01/01 00:00:00+00,"8, 8",1970/01/01 00:00:00+00,N,,N,N,N,N,N,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,2,FIBER,LSM6,EMER,, ,N,M52,EDI,2019/04/10 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0
664,273462,74,SGL-756,0,BROOKLYN AVE NE AND NE PACIFIC ST                                                                                                                                                                                                                              ,1,27146,23303,FULL,NORTH,1970/01/01 00:00:00+00,2005/03/17 17:13:43+00,2019/04/01 00:00:00+00,SDOT,POOR,2008/07/17 00:00:00+00,INSVC,2008/12/15 00:00:00+00,1,, ,CITY,DISTRICT4, ,N,N,NEON,STD,8,1970/01/01 00:00:00+00,16,1970/01/01 00:00:00+00,N,,N,N,Y,N,Y,N,N,N,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,N,N,N,3TS1, ,NSM-12,,, ,N,LMD9200,EDI,2019/03/28 00:00:00+00,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0
